,Comment,Sentiment
1317,Nothing much improve from s22 ultra gonna wait for s25 ultra,Negative
1318,Can anyone tell me who is female model?,Neutral
1319,That's the epic,Neutral
1320,"Never think that Samsung is a Company. 
Always think, it is a hub of Innovation and creative thinking.",Positive
1321,"Meh, not convinced. I'm happy with my s22 Ultra! For ASTRO photos I'd rather use a real digital SLR camera with interchangeable lenses and a tripod.",Positive
1322,"@Samsung, Can I get the s23 Ultra by trading in my Note 10+? Been using Samsung since 2010. Every year I bought a new one. But since 2020 didn't upgrade. 
What do you say ?
Thanks",Neutral
1323,That's the real king,Positive
1324,"Micro SD card slot, bring it back.",Neutral
1325,man is this comment section rigged ..paid commenters everywhere....its literally the same phone as s21 and s22 ...,Negative
1326,So much fiction,Neutral
1327,😭😭😭😭 i want one love you samsung❤❤❤❤❤,Positive
1328,A little Nemo reference 😂,Positive
1329,"Hello, Humans
The road you take, is meant for you. Don't worry about what road other humans take.

TERRANCE OUT",Neutral
1330,"thanks,im fine with my iphone 13 pro max though lol.",Positive
1331,That quick share feature was the best they sending feature they added. Bruh sending files through Bluetooth used to take 2-3 hours. Quick share sends files in 10 seconds,Positive
1332,What’s new on this phone ?,Neutral
1333,There's nothing new tho,Neutral
1334,"This is my dream to buy a phone with this kind of features please bless me so that I can buy it, I am 20 years old",Positive
1335,U can get inside the phone WOW,Neutral
1336,"The only comparisons you can do is iPhone Camera vs camera, for everything else, Samsung for the win.",Positive
1337,Nothing new here just a minor updates I'm not impress,Negative
1338,Love you Samsung ❤️❤️❤️,Positive
1339,"I love the fact that Samsung is a proud supporter of free speech when Apple won't even allow you to comment on their content. Samsung, not CENSORSHIP!",Positive
1340,I've already gotten tired enough of Samsung bloatware annoying me that I'm definitely getting a pixel for my next new phone. If only the EU would make a regulation requiring all apps on a phone to be uninstallable :-).,Negative
1341,Cringe ads,Negative
1342,If only it had an expandable memory card slot.   I would fill the internal storage in no time with 200 megapixel images,Positive
1343,Get memory SD/ micro back .,Neutral
1344,"wheres the sd carddd , the new cameras are welcome though",Positive
1345,they've jumped the shark,Negative
1346,S21 ultra ruined samsung for me. Will never buy another samsung.,Negative
1347,Nothing is really new its just an improvement of the last model...im waiting for a more game changer phone...samsung havent advance the game yet..Iphone can still surpass this phone...,Positive
1348,whats new ? camera and processor thats it,Neutral
1349,"They're really stepping up their game in their introduction videos. Instead of having some person narrate the things that are new, they show you with people having more of a conversation in more imaginative environments. Though I do like that commercial that shows how their SSD isn't made of soap lol",Positive
1350,@ThatWasEpic,Neutral
1351,looks like a phone can it send text,Neutral
1352,Is that a camera or does your phone got acne,Neutral
1353,Cool advert!,Positive
1354,so basicly nothing newer than the old samsungs,Neutral
1355,finally! Now I can buy samsung galaxy s8,Positive
1356,Omg ..Samsung you've killed me with this one . Its the one of the finest phones in the world..will buy this ... btw proud owner of Samsung,Positive
1357,Why isnt verizon offering the 1tb?,Neutral
1358,"The video is cool but this doesn't really bring anything important that I don't have on my S21 Ultra.
Hopefully by the S24 we'll have an assistant AI, since you guys built an NPU in.",Neutral
1359,"Galaxy member since Galaxy Edge 7, i have s22 ultra i'm so happy, but i change My phone every 4 years so SEE ya in 2026!",Positive
1360,No more Samsung  phone's the S 20 will be the last one over priced and terrible phone dial by it self and fingers recognition  have to reset time  to go back to other companies 🤔😉,Negative
1361,The best..the amazing phone in 21 century..good luck Samsung galaxy 23 ultra..😍😍😍😍,Positive
1362,S23 Ultra have Inbuilt Call Recording or not?,Neutral
1363,"So, nothing new...
When will they fix my S22 Ultra from randomly crashing and rebooting?",Negative
1364,Brilliant!!!,Positive
1365,Please just put 10 cameras on it and be done,Neutral
1366,"""Hey, what's new?"" Me: The price increase?",Neutral
1367,Beast💪🏽💪🏽,Positive
1368,That astrophotography?!?! I NEED IT!!!!,Positive
1369,No SD card?,Neutral
1370,It looks the same as the last one. Please stop churning out phones every year you're creating SLAVE CLASS in the Congo.,Negative
1371,Next year will see now have 22,Neutral
1372,WOAH OH MY GOODNESS I'MA NEED TO ORDER ONE ASAP,Positive
1373,Bro this is soooo dame cheesy they changed nothing but the processor for the most part and I thought the apple was bad with marketing they r trying to look more like a I phone more every year trying to make the icons resemble apples boxed apps soon it’ll be called the pineapple phone 😂 these phone companies lost it when it comes to innovation does no body remember the droid from Verizon or the blackberry storm 1/2 the first I phone in 2007 they changed the smartphone world completely so much innovation back then now we get the same product in a shiny new color and told it’s better smh so sad,Negative
1374,Okay this was epic!!!,Positive
1375,I love Samsung phones 🤩,Positive
1376,Not gonna lie best phone ad i have seen in years acturally had thought out in it,Positive
1377,"taking galaxy photo using galaxy phone, this is incredible!!!!",Positive
1378,"I don't know why I laugh about this commercial. HAHA. This is fantastic! Well, I look forward buying this thing or S22 Ultra since there is only slight difference haha",Positive
1379,So incredible 😍 I am samsung fan but the most I like camera 📷 🔥,Positive
1380,"Mine is coming tomorrow, can't wait!",Positive
1381,S22ult is a BOOM last year so many ppl expecting much for this! will be there any significant upgrade..?,Positive
1382,What's so different from previous entry?,Neutral
1383,"Worst experience with Samsung mobiles lately. We've been great fans of the Galaxy Note series (me) since Note 3 while my wife of Galaxy S series (both flagships). However, lately esp since Note 8 and S20 onwards their hardware and support standards have really taken a dip and I mean big time. While these flagship devices are ever more expensive however their reliability is worse than ever, they hardly last 2 years in service and if they survive that afterwards they become extremely slow and increasingly unsupported. To top that, Samsung runs out your support clock quicker than any other manufacturer. Unlike iPhone, the Samsung flagship devices stop getting latest OS sooner than all other competitors. Recently, their displays start to get green lines which is a death sentence to your phone's display as after first line your display lasts a few months at best. Also, the processor will start to age and become sluggish, while battery star to die on you by half the backup compared to when your phone was new in just over 2 years, I can go on n on... Last but certainly not the least, their support is pathetic than ever, even within warranty period they waste their customer's time and money in lengthy and dismissive repairs if they accept a warranty issue at all (mostly their support tends to reject warranty issue as misuse or damage by user). Outside of warranty with problems like spontaneous appearance of green lines on display or other hardware quality issues will be out rightly denied any support. Summary, I'll never waste my money on Samsung mobiles again.",Negative
1384,I wish the z fold4 came with flagship cameras...hopefully the fold 5 will,Positive
1385,wow camera got phone features,Positive
1386,"Love the phone, but this is a terrible promotion.",Negative
1387,Well that was fun to watch,Positive
1388,what happened to the first 22 astronauts?,Neutral
1389,Just preordered it... can't wait to have on my hand...,Positive
1390,I buy but still i am on land it didn't bring me to the space,Negative
1391,I don't care if it's the same phone with similar characteristics as last year's... I like Samsung,Positive
1392,so perfect But I continue to use the same s22ultra device. wait for next year Might be more useful.,Positive
1393,Want exynos more powerful than other processors,Neutral
1394,Can you give me one as a gift? For a Samsung fan🥺🙏🏻,Positive
1395,Yet another expensive phone that people will buy keep for less than a year and buy the next one that will be even more,Negative
1396,Can i use this phone for crystal clear voice calls ?? 😉,Positive
1397,Super brawo dla firmy samsung,Neutral
1398,Come on iPhone lovers 👏🏼👏🏼😅. Whatever still iphone is best for me.,Positive
1399,"Why s23 has Only x2 Exclusive Online Colours “Lime/Graphite??. But the “s23 Ultra” has x4  Exclusive Online Colours, Red,Lime,Graphite,Blue??😮 this unequal Colour Online Exclusive Colour Choice Option, is “Stopping” me purchasing S23.😢",Negative
1400,I want one 🤤,Positive
1401,This is the most beautiful ad I've ever seen. It's so fun 😊😊,Positive
1402,"Samsung really did it in this one, with their commercial 👏👏👏",Positive
1403,so they left out the black guy till the end? This is not woke enough! Also why does the white boy keep questioning a woman?,Negative
1404,i need ultra 22 phone who can give me by free ??,Neutral
1405,what a horrible advertisement,Negative
1406,"Meanwhile me watching this on a BIG epic notch screen😢😢
I really wanto switch to SAMSUNG😍
Can you gift to me Samsung😉",Positive
1407,Samsung Galaxy S23 Ultra puts iPhone 15 Pro Max 5o she 9 months before it releases.,Positive
1408,Now I'll either sell my kidney or my GF for it,Negative
1409,finally good time to buy s22 ulra ;),Positive
1410,No one cares 🤣,Negative
1411,I can't wait for the s23 ultra and the s23 ultra,Positive
1412,Nice technology camara is unbelievable super,Positive
1413,"I m so much love wiht the add.

The best one.

Hye can you send me that.

Night vision ✨️",Positive
1414,"What's new 
I broke my Galaxy J7 prime for the fifth time today  and I can't even make sure if I did type this comment correctly even because I cant see it !",Negative
1415,I can't afford this but I can love 💕🙂,Positive
1416,This commercial is silly but I am excited about the S23 series. Its hard not to want to buy one because I already have the z flip 4 but same time these phones look amazing,Positive
1417,I buy this in 10years when its affordable 😦🫨,Neutral
1418,Samsung is best phone,Positive
1419,Waste of money,Negative
1420,This is quite possibly the dumbest advertising video. I’ve seen in a long time.,Negative
1421,"Why video is 1080 resolution ?
it must at least 4k",Neutral
1422,"Hey What's new? Samsung Galaxy S23 Ultra
Make me Goosebumps ☆(ﾉ◕ヮ◕)ﾉ*",Positive
1423,I’m still waiting to hear what’s new,Neutral
1424,More useless and unnecessary technocrap.,Negative
1425,I'm going to buy  s23 ultra this coming march 2023😍😍,Positive
1426,What's the difference between this one and the s22?,Neutral
1427,I think I'll put my iPhone aside to experience this beauty,Positive
1428,Nice video edit and idea of marketing to present details.,Positive
1429,"Can't advertise with a case on.😅
PUT A CASE ON IT!!!",Negative
1430,"Still s8 ad is the best
A s8 user",Positive
1431,"SD 8 gen 2 more powerful than a15, and close to an a16",Positive
1432,East and West Samsung Galaxy is best,Positive
1433,"I'm looking forward to this 100x zoom , space zoom or moon zoom whatever smasung advertised with this stuff. 30x zoom on the s21 plus I can snap pics perfectly of the moon it's amazing so I can't imagine what the s23 ultra with these new features can do.",Positive
1434,Who cares about the phone when the commercial is actually soo good😂,Positive
1435,Basically s22 with upgraded proccesor and cameras. Samsung is becoming apple.,Positive
1436,Wow s23 ultra,Positive
1437,"The best way to shoot quality photos with the new Samsung Galaxy S32 Ultra is to use the 50MP mode and then scale down the size to 4000 x 3000 pixels (12MP, 4:3 aspect ratio) or crop the latter to 4000 x 2250 pixels (9MP, 16:9 ratio). This results into extremely detailed photos with small file size. I'm wondering, why the ""Samsung"" engineers were not smart enough to include those two options in the phone's camera app? I used to have S21 and did the same trick with its 64MP photos that I scaled down to incredibly natural looking 9MP ones with an aspect ratio of 16:9. The default 12MP photos of S23 Ultra are oversharpened and unnatural.",Neutral
1438,"So they got rid of the ""Note"" name and are calling it S23 Ultra instead",Neutral
1439,cringe,Negative
1440,"Bad phone, bad ads, not interested",Negative
1441,"Green is the worst looking colour ,go with cream.",Negative
1442,Bit of a silly advert imo,Negative
1443,"You had me at ""Can you send me that?"", not gonna lie.",Neutral
1444,Apple learn something from Samsung,Neutral
1445,Then it caught fire 🔥……………,Neutral
1446,Cringe. Anyone? Yes? Thanks,Neutral
1447,Using S series from S3...Just have to make saving for this one 😇,Positive
1448,I want this phone,Positive
1449,that is awsome 😍😍😍,Positive
1450,Wished I got it for free,Neutral
1451,Nothing new,Neutral
1452,Admn samsung can you give me this phone in the video for free ? 1/ yes 2/ no choose number?,Neutral
1453,Love Samsung ❤️,Positive
1454,This ad could’ve been better..,Negative
1455,Still rocking the best phone Samsung has EVER made: the Note9,Positive
1456,You can't white wash the waste you're releasing your product by minimal update increments.,Negative
1457,samsung+snapdragon = wombo combo perfecto 🔥🔥🔥,Positive
1458,Nothing New🤪,Neutral
1459,Astronaut one is funny 🤣,Positive
1460,It’s cool that Samsung has its comment section on for their new-phone videos unlike Apple…,Positive
1461,Pure cringe,Negative
1462,How to get it free @samsung,Neutral
1463,The worst ad can be!,Negative
1464,What's new ..,Neutral
1465,It's the same phone. They're pulling an iphone,Neutral
1466,"Impressive introduction video, how about the battery ? Is that any improvement and not overheating easily? Not a sarcastic post, am a S series user from S2, S6, S9+ and now S21 Ultra, all functions are good just battery easily dropping and sometimes might overheat and need shutdown for cold down.",Positive
1467,Watching this on my a71 maybe someday I will have money and buy the S series,Positive
1468,Galaxy s23 ultra = price of one kidney,Neutral
1469,"This is the remaking of the ""Friday"" song",Neutral
1470,If i had a gf like her i would dump her in in an instant,Negative
1471,This ad is absolute Cringe! Designed by non-popular high school dorks,Negative
1472,MedMen Stock Sky Rocketing Today! Best Brand in the Industry. BUY MMNFF stock today........,Positive
1473,Take that apple!,Neutral
1474,advertising on another level,Neutral
1475,I have S8 and wanna upgrade to S22 ultra. As there is no big difference between the both..,Neutral
1476,Too square. Square corners need to round of like the regular S23... would be better if it have the S23 plus design.... with s-pen along with the Pro cameras.,Neutral
1477,All things has been copied from iPhone 14 pro max,Neutral
1478,It's incredible that Samsung Galaxy is taking pictures of real galaxy 😘,Positive
1479,I just kw the S24 is gonna have that new chip samsungs been working on can't wait for them to beat iPhone performance,Positive
1480,We now buying silly upgrades which are supposed to be updates for extra money eish,Negative
1481,They still haven't answer the question.What's new?,Neutral
1482,Another copied from pervious version,Neutral
1483,Respect the fact that Samsung allow comments on their videos so you can see other peoples perspectives. Unlike 🍎,Positive
1484,THIS IS HOW  A COMMERCIAL SHOULD BE…!!!!!,Positive
1485,Definitely amazing smart phone,Positive
1486,"I'm still using Samsung Galaxy Note 9 ❤️ with a broken glass😞 but that's not a problem👍, I'm still having fun🤪❤️
Love Samsung ❤️❤️❤️🇧🇩🇧🇩🇧🇩",Positive
1487,"Welp, guess I'll be keeping my S22 Ultra for the next 6 years. I see no reason to upgrade especially with the price tag being Exactly the same at 1200 USD. and that's both s22 ultra and s23 ultra  with 256 gb.",Neutral
1488,"I got it. so nothing new besides the name, thanks for explaining that with this video",Positive
1489,Very nice . After 4 months you need to charge the battery twice a day 🤣,Positive
1490,At this point call it a pro camera instead,Neutral
1491,These days i dont know whether smartphone adv or camera adv... cumon broooothhhaaa,Negative
1492,S 21 ultra and my next one will probably be the 23 ultra in a year or so,Neutral
1493,Cool,Positive
1494,Brilliant Phone 📱,Positive
1495,Does this one also comes with the Green Sword??,Neutral
1496,Cream or green  Which one....??  I'm confused....,Negative
1497,"Still using  6 years old smartphone which can play games , browse web and videos, Still doesnt see  a point for buy 1000$ phone for doing same thing which my old phone is doing",Negative
1498,Imaging hitting on a girl and got kidnap into the ocean,Negative
1499,"Meet the new boss. 
Same as the old boss.
I’m STUNNED that Samsung can’t produce anything exciting anymore. It’s a sad time for technology. 
What are you laughing at Apple? 
You’re no different. 🤔",Negative
1500,And I'm here waiting for any Youtuber to giveaway this since I'm being a fan to them always.,Positive
1501,"One of the worst samsung phone Introdutions ever. Good phone, bad video.",Negative
1502,Send me this for review plzz,Neutral
1503,Nothing has changed since previous version 👎,Neutral
1504,"well, after watching this video i realize there isn't actually anything new. improved ois, improved nightography, vision booster and environmental friendliness for marketing. telephoto same, display same. and nightography and vision booster are just software improvements that could be offered as an update to s22 ultra, but that won't happen, people shall pay again to get something they could already have had last year. s23 ultra is just an s22 ultra in which the deliberate shortcomings have now been eliminated.",Neutral
1505,The astronaut 🤣,Neutral
1506,This was way better then I was expecting! I might upgrade from 13 pro max to S23U just because I prefer Samsung,Positive
1507,Everything is new inside that what matters design is already cool,Positive
1508,THEEEEEEEE S2333 😍😍😍😍😍😍😍,Positive
1509,"Copy of S22 Ultra .. 
Waste of money .",Negative
1510,"Absolutely disappointing.
No new innovation, no new designs.
Just update of see ultra .
Thums down",Negative
1511,Finally,Neutral
1512,The new Galaxy S23 Ultra also allows you to hook up any stranger whom you've never met in your life for a 3 mins explanation of how good it is !,Positive
1513,It makes me think the S24 Ultra will be completely different. The fact they've basically kept the same design and just changed the camera quality and storage capacity makes me think hmmm what will the S24 Ultra look like? I'm keeping my S22 Ultra love it. Still have my S10+ and S20 Ultra,Positive
1514,Same design square and 3 hole camera..boring smartphone ever on  android era..not like symbian..now the phone only show off the camera first..really boring!..more beyond thecnolgy more more boredddd..,Negative
1515,Since I am watching this I don't have money to purchase this product 🥲🥲🥲,Negative
1516,Just incredible like always 🤩☺️🤩,Positive
1517,Still not as good as my Samsung Galaxy S8+,Negative
1518,OMG! White people are back in commericals!,Negative
1519,Pov : if apple  comment on this video,Neutral
1520,Sitting in a Green screen 😂😂😂 just act like in a space 😂😂 with out spacesuit 😂🤣😂😂,Neutral
1521,Only if my salary is 1 lakh then I can buy this one 🥹,Neutral
1522,cry in the corner with my S20 FE,Neutral
1523,haha they mentioned that was epic youtube channel lol,Positive
1524,"Because few years ago Huawei tell the Samsung Galaxy can't see the Galaxy, and now u make this... 😁",Neutral
1525,So this phone is better in the USA and worse in the rest of the world. I don't live in the USA so I better move on with Pixel or iPhone,Neutral
1526,"Nothing really changed, the same exact phone from 2022, shame on you Samsung",Negative
1527,"Where to experience the best performing features?  It will be available in this S23 Ultra
 Samsung Galaxy 🔥💜☄️",Positive
1528,Why make this look like the s22ultra🤨,Neutral
1529,Dangggg!!! I'm an iPhone user with a 13 Pro Max ever since Samsung ditched the Note series!! I was a total Note fan since I was a kid & was to buy the latest Note when i finish my school then they ditch Note! (2021). So I went with Apple BUT now mannn I wanna turn back again kinda. This is truly nxt lvl!! Especially so far the coolest Note ad I've seen! Brings back so many memories... I think this is the one of the top 10s best ad's I've watched...! thank you Samsung <3,Positive
1530,OMG!!!!!!!!!samsung while I was admiring all the incredible phones that you have been releasing and now this amazing phone is wow!!!!!!💜💜💜 I wish I had it and I will one day ...... keep going on like this samsung you are the best 😍💜,Positive
1531,"one of the worst introduction videos, I've ever seen...",Negative
1532,You will never be more popular than the iPhone.,Positive
1533,Another gimmick like how to tried to proved s22u is an amazing phone but it was fcking regrattable to have it. S22u will be my last samsung phone. Switching to iphone.,Positive
1534,vision booster was already on iphone> true thone,Neutral
1535,My favorite phone company I am buying samsung s22  because it is beautiful design phone Samsung smartphone software is very Samsung software is very  interesting and it is safe,Positive
1536,Samsung can come hit it raw 😍💦,Positive
1537,Okay let's do the trade-in again from my S22 Ultra. Looking forward to that astro raw. 😇,Positive
1538,Vision booster already there in iPhone what’s new 😂,Positive
1539,samsung beat apple video plz,Neutral
1540,"I like this ad, now I know what I can use the features for. I'm using S21 and probably want to upgrade to S23",Positive
1541,I'm seriously considering now that they dropped the exynos chips altogether.,Neutral
1542,"envious of the SD 8 gen 2, from my s22+. though the battery here is also very doable, can't imagine how stressfree it would be with the s23 series in terms of power backup",Positive
1543,Samsung has the best marketing team of all smartphones.,Positive
1544,"Dear Samsung! I would like to ask you to make some important changes in your software. 
1. Add the ability to import passwords from browsers (chrome, edge) to Samsung Pass. Currently .csv files are not supported in Pass. I have to transfer all the passwords manually when switching browsers to Samsung Internet.
2. If you enable autofill passwords from Samsung Pass instead of Google Pass (which also works sometimes) - then the autofill codes from sms disappears. Please make a normal autofill codes from the sms by means of software from Samsung.
3. Make Samsung Pass support available on Galaxy Book computers.
4. please make the Samsung Internet browser and the branded email application for PCs missing. Your EMAIL app on your phone is perfect. It would be cool if you made them on PC as well. The Chrome browser extension is no substitute for full use of Samsung Internet, which would sync both bookmarks and passwords (similar to syncing between mobile and PC chrome or edge browsers). Your smartphone browser is actually more convenient and functional than chrome. But it becomes inconvenient to use it when you often need to use the browser on your PC as well.",Neutral
1545,So many bots telling people this phone is great but no one has it yet,Neutral
1546,Great 😍,Positive
1547,The new leap for smartphones would be 3d projector gaming. Ar projected videos,Positive
1548,"u know when the phone ""upgrade"" is boring when u see a lot of robots on comments section.",Negative
1549,"I don’t see any difference with S22 Ultra...😐
Loser...👎🏻",Negative
1550,Bro i am an iphone user (13) and this convinced that samsung is an upgrade from an iphone,Positive
1551,Expected increase in fast charging,Neutral
1552,Apple has better ads. But Samsung has better phones. :) sorrynotsorry,Positive
1553,Okay you know what i'm thinking right now.... iPhone should come and watch this commercial,Positive
1554,"what a phone is that, SAMSUNG.",Neutral
1555,I cant wait to go to the moon with this phone!,Positive
1556,"even the ads are same, just changing the s number",Neutral
1557,Most people in comment section clearly don’t watch Apple presentations. Amazing phone but substandard presentation by Samsung,Negative
1558,If you are FAN of samsung like this comment👍👍👍👍💜️🧡,Positive
1559,Its amazing like iphone 12 pro with 14 pro stabilizer camera 😊,Positive
1560,I wonder if you would release another budget phone with s pen...,Neutral
1561,"Mention the price also
Then it will.....",Neutral
1562,No thanks! Imma stick to the iphone.,Neutral
1563,Send me one. so that I can show my friends whats new in the s23 ultra,Positive
1564,I need one but i dont have money,Negative
1565,Boring,Negative
1566,"It's appealing, marketing aspect of the video has enticed me to make this purchase, and the 200MP has got me excited. Decisions!! 🤔",Positive
1567,amazing!! The Best Phone I Have Ever Owned. Such a AMAZING device. Thanks Samsung for Creating This MASTERPIECE!,Positive
1568,Samsung nailed this time!,Positive
1569,So nothing's new lol,Neutral
1570,so nothing new,Neutral
1571,With such a powerful phone can you guys finally add controller support to genshin 😭 or make a deal with them,Positive
1572,"I am not a fan of Samsung, but that was so cool!",Positive
1573,That guy with the beanie is so cute. lol,Positive
1574,Can it flip?,Neutral
1575,"Right sheep gather round. Let's make a new phone with everything 5-10% better and then everyone can say wow that's amazzzzing and buy it thinking they've just had a massive upgrade.

🐑",Positive
1576,I like when smartphones commercials try to push as much as it is possible unnecessary stats into commercials,Neutral
1577,I will just wait for Galaxy S25 Ultra :D,Positive
1578,for one second when he said ThatWasEpic I was sure Juan was gonna pop out lol.,Neutral
1579,I don't ever see this much excitement on a boring iPhone. Samsung is really killing it with the s23 lineup. I'm gonna trade my s22 ultra for the 23 ultra,Positive
1580,"@Samsung...
Please fix your camera's shutter lag!!",Negative
1581,Nice lang talaga. Pero nagrerelease ng update to destroy the display of s20 flagship phone. To force to buy or replace the old one. Panget ng samsung,Negative
1582,I got goosebumps from the cringe. But awesome ad tho. Cool.,Positive
1583,Absolutely incredible introduction video,Positive
1584,"You know it's funny when Apple Samsung and Google talk about sustainability and not include a power adapter or a case and make the packaging smaller but in this day in age selling a smartphone with a 128 GB and 256 GB storage is a complete waste. We're taking photos, downloading apps, and recording 4K and 8K video on our smartphones which already right there takes up storage. They should make 1 TB and 2 TB phones standard across the board.
Btw Samsung bring back the micro SD slot and put a under screen camera and name it the S24 Ultra, because I don't see any point of getting this phone and will still continue using my Note 20 Ultra.",Neutral
1585,I need but to much expensive 😭,Negative
1586,"Why don't you make s23 series in the same design?
It will be nice holding this phone with the s23 size.",Positive
1587,Just taken pre order for S23 Ultra 512 GB RED and can't wait to hand's onnnn 🔥🔥,Positive
1588,"S pen Not new
Astrophotography not new
The games I can play here, I can play the same game in Note 20 ultra with same experience...
Stable video, not new,
Quick Share not new...

So what's new? Nothing except for the ad",Neutral
1589,Another useless invention. so only some software gimics and some improvements in camera which people will rarely use for day to day photography. Would rather get a camera. Make something new Samsung,Negative
1590,Samsung should change the design of their phone.  It doesn't look luxury as iphones.,Negative
1591,The long awaited phone is here.,Positive
1592,"I love it 😍

Well done Samsung 👍",Positive
1593,Awesome representation 👏,Positive
1594,"Good ad, but no major changes or innovation. Skip this series.",Negative
1595,"Em suma : nada de mais.
In a nutshell : nothing new.",Neutral
1596,So basically not much changed?,Neutral
1597,Cringiest AD ever made by human beings.,Negative
1598,"I didn't see any good side, I was expecting a big innovation from S23, especially in the design, but those old things, as for the camera, there is night photo and 8k video mode since S10, so I didn't like S23 at all.",Negative
1599,Samsung are decides to destroy iPhone!!! Insaneeeee,Negative
1600,"All the camera effects are now possible with SnapSpeed. So, no thanks.",Neutral
1601,"Hey, what's new? 
Nothing, apparently.

I've been a long-time samsung fan, but Galaxy is taking the iPhone path.",Positive
1602,Apple's Father is coming soon.,Positive
1603,I pre order already the 1TB,Neutral
1604,Samsung is  so enviromently friendly that we even use slave labour in kongo mines  to extract raw materials for our batteries .,Positive
1605,Apple scared rn 😂,Neutral
1606,This commercial is adorable can i just say that,Positive
1607,No.1 Arrived 🌹🌹🌹,Neutral
1608,Samsung phones build quality is very poor my S21 Ultra has a green line on the display without any damage,Negative
1609,"Well its a dream for me to use this kind of phones 🙂
It keep showing on my feed but I cannot afford one",Neutral
1610,1 year later: OMG! I got green line..again?,Positive
1611,It's fun and all.. but with all those features I wonder what the battery life is like. And if you turn it into power saving mode you probably won't be able to get all those features,Neutral
1612,"It's cool, but not worth an upgrade from the 22 Ultra",Negative
1613,Cool,Positive
1614,Worst commercial yet?,Negative
1615,I am soo happy to see samsung ditched there Exynos,Positive
1616,my first Samsung Mobile Samsung Galaxy Y.. 2nd one S3 ...3rd one A7 2018.... 4th one  pending  . if u give this one for me .,Neutral
1617,"New product yet thicker bezels🥴 and more expensive than the rival (iPhone) if you have the money just buy an iPhone, samsung is not worth to buy, it just waste of money.",Negative
1618,Kitna bhi top chip dalde rahega tho apple ke niche h performance mai🤣 per no hate camera zoom quality 🙇‍♂️🙏,Neutral
1619,I'm waiting for S25 Ultra.,Positive
1620,"No cap I went hiking with bunch of friends the other day, only one friend had a note 20. Turns out it took the best photos out of all our iphones. Seriously thinking to get a galaxy lel",Positive
1621,Nothing beats Samsung NOTHING!,Neutral
1622,Still... nothings new 😂,Neutral
1623,I have s22 Ultra.. I waiting for s24 Ultra,Neutral
1624,"You know what i love about this ad, it was the perfect blend of functional features with storytelling. Not too over the top, not to sensational, as android people we love performance and you guys delivered. Thank you",Positive
1625,guys trust samsung they got the best software in android smartphones and beats everyone even ios is no much for oneui 5,Positive
1626,Soooo a $1200 system update? 🤔,Neutral
1627,Definitely getting one,Positive
1628,Props to Samsung for not closing the comment section,Neutral
1629,"most imp question - I have a s22 U , should I upgrade?",Neutral
1630,"Seems great despite looking like iterative update. Anyway, one disappointed aspect is Samsung does not up the ante for Ultra Wide Angle Camera. Oppo able to fit same sensor as main sensor on Find X5 pro which have among the best ultra-wide camera (day and night). Wish Samsung put bigger and better sensor for Ultra-wide camera.",Neutral
1631,The best  smartphone in world,Positive
1632,"Samsung took us back to the past, as if we were seeing a smartphone and artificial intelligence for the first time. ✌️🧡",Positive
1633,"Watching it with my samsung note9.... insyaallah, this yesr, upgrade to samsung ultra23",Positive
1634,That was fun ngl,Positive
1635,Watching on my A51 😊,Positive
1636,This will set history,Positive
1637,there should be a boy explaining tech to women hehe,Neutral
1638,I can't remember the last time a Galaxy launch was exciting.,Positive
1639,A new king is born,Positive
1640,Die hard fan of Samsung 🍻,Positive
1641,Someone to gift me a Samsung galaxy device,Positive
1642,24 more days and then i'll have it.,Neutral
1643,Nothing wen compared to S22 ultra other than 200pxl and processor. No need to upgrade from my S22 ultra💕,Positive
1644,Now that's what ULTRA LOOKS LIKE,Neutral
1645,WHAT IS THE POINT OF UPGRADING THE BACK CAMERA TO 200MP ONLY TO BRING DOWN THE FRONT CAMERA TO 12MP?? Ugh why not keeping the s22 ultra 40MP camera as well?!,Negative
1646,Best smartphone introduction!,Positive
1647,Please sir gift me s22 ultra 😐,Neutral
1648,Not apple fan boy but they use real and not production video- photos on their presentations,Neutral
1649,"Still using s10+ 🥲 no money to buy it, could someone buy one for me?",Neutral
1650,"this took me back to the S3 commercial video when it said
designed for humans,inspired by nature
time flies...",Positive
1651,Tell me the difference between 22ultra and 23ultra,Neutral
1652,so an entire slot for s pen is fitted but they can't fit a 3.5mm headphone jack? this is suspicious at the very least...,Negative
1653,Still no charger in the box lol.,Neutral
1654,"Hi, 

Is that true that Edge Panel, Screenshot Gesture unavailable in Galaxy A13 4G model? 


I bought it recently and was shocked to know this. 


At the same time these are available in low priced M32 prime edition. I really don't know the logic behind this. 


I there any way to get these in A13.",Negative
1655,now this is called perfect marketing ad,Neutral
1656,"Wow, the king of android smartphone has done it again 👏",Positive
1657,Can you send this phone 😁,Positive
1658,"Nightography, Quick Share...",Neutral
1659,The most unrelated commercial ever made,Negative
1660,I missed these cheesy Samsung advertisements 🥰,Positive
1661,cringe,Negative
1662,Amazing smartphone and i love samsung🔥🔥❤️,Positive
1663,I better have the winning lottery numbers and get me one if these babies😍,Positive
1664,Also Samsung: let the loans start🤑,Neutral
1665,Can't wait to have you.,Positive
1666,Now the name Galaxy started making sense,Neutral
1667,"I find curious if these kind videos actually are effective, specially for intended market",Neutral
1668,I'n future the I'll launch s23 f ♡♡♡ I will go it.(hope),Positive
1669,What a good device I am looking at Samsung A73,Positive
