Comment,Sentiment
$700 credit for a 1tb fold 4? Yeah okay samsung aka apple,Positive
How bout the battery??,Neutral
The worst ad can be!,Negative
Advertisement creativity level 💯,Neutral
"I see SpongeBob effect 
😆😄😄",Positive
Samsung garbage of the century,Negative
booring same structural design on though,Neutral
Waste of money,Negative
"With how much focus they put on the photos, you’d think they’re selling a camera. If I wanted to do photography I’d buy a DSLR, not a sh*tty phone with a good camera",Negative
24 million views for the S 24🔥🔥,Positive
pathetic improvement,Positive
but how is this guy even considered being a new mobile phone? it'x s not even a software patch to start the franklin s22,Negative
"getting excited about the phone,... but this has to just be exactly their worst introduction video going for owning a phone!",Negative
the 200mp is another gimmick,Neutral
I'm currently using note 10 plus and I don't think I must upgrade,Neutral
"Good job Samsung, but you can't beat Pixel's ASTROPHOTOGRAPHY!",Positive
A camera with a little bit of phone in it,Neutral
"With almost 60 years of age I kept my doubts on the current environment. But Amazons LPA33X is seriously smart, it doesn't matter how old you are, this will provide for you and your family which is my only goal in the last years I have to make sure the children are fine",Positive
"microSD card slot? 3.5mm jack? MST? Iris scanner? Blood oxygen measure? Removable battery? Biometrics on the back or side?
...Two-staged camera stutter button?
...No?
Okay.

Note 9 over all.",Neutral
It even has 23 mil view,Neutral
"I love it 
who want to buy my s22 Aultra it's like like a new",Positive
Though I can't afford this phone but I'll suggest them who has ability to buy must check this phone. Best wishes for S23 Ultra !,Positive
"good weather ad, interesting but containing no major topic changes issues or innovation. skip this series.",Negative
I want this 😅,Positive
"It's time to say goodbye iPhone 
S pen 🖊️🖊️🖊️🖊️ ❣️❣️❣️💥",Neutral
Reminds me of the good ol days of Samsung commercial.,Positive
At least samsung keeps comments open u like the fruit apple,Positive
Still Apple is better,Positive
Whats new: nothing just some Apple stuff,Positive
The video of S22 Ultra with Sia's music was way better,Positive
It's EPIC BEAST.,Positive
that hahahaha was how to make people fool around with the same design,Negative
"i don't understand why they don't increase the battery of smartphones sold in brazil. since, in china, there are smartphones with much larger batteries. unihertz tank 22, 000 mah, ( brl 1, 500 ) doogee v max 22, 000 mah, ( brl 1, 970 ) oukitel wp19 21, 000 mah, ( brl 1, 478 ) ulefone power armor 14 10, 000 mah, ( brl 1, 018 ) i think we should publicize this more so that companies care and decide to do something like this. they are big and heavy cell phones, yes, negative point. but if in 500 grams ( unihertz tank ), they managed to put 22, 000 mah, samsung should be able to put 10, 000 mah in a cell phone with half this weight. - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - - the galaxy m62 was released in 2021, with 7, 000 mah battery, at the time i thought, that from this, it would only increase, what did not happen, later releases have 5, 000 mah. for example, galaxy m51 = 213 grams = 7, 000 mah, 2020, thickness 9. 5 mm galaxy m62 = 218 grams = 7, 000 mah, 2021, thickness 9. 5 mm galaxy m52 = 173 grams = 5, 000 mah, 2021, thickness 7. 4 mm galaxy m53 = 176 grams = 5, 000 mah, 2022, thickness 7. 4 mm galaxy m54 = 199 grams = 6, 000 mah, 2023, thickness 8. 4 mm with bigger battery, it increases the weight and thickness. for 1, 000 mah more battery, increase the weight of 173 grams ( m52 ), or 218g ( m62 ), for up to 250 or 300 grams, that's fine with me. the galaxy m54 has 6, 000 mah. properly configured, disable several features, gives 2 days without playing, makes 1 day playing. if it had an 8, 000 to 10, 000 mah battery, weighing 250 to 300 grams, thickness 10 mm, would be better, maybe we wouldn't need to disable anything on devices that we pay dearly for.",Neutral
I have S8 and wanna upgrade to S22 ultra. As there is no big difference between the both..,Neutral
Samsung can come hit it raw 😍💦,Positive
"My dream to get s22 ultra ...
And now my dream is to get s23 ultra",Positive
"It's a new era, you know for Samsung it's clearly understandable!",Positive
"Sad man , sorry but lost hope on Samsung",Negative
So this is essentially nothing more than just a night mode boost??,Neutral
"So they got rid of the ""Note"" name and are calling it S23 Ultra instead",Neutral
"Sorry Samsung, i bought Samsung for many years and i would buy the S23 if i could. But my last Samsung will be the last. S23 is just too expensive. It's a huge disappointment charging that much money in times of high inflation. 😐",Negative
Now that's a really EPIC commercial right there Samsung!,Positive
The greatest smartphone ever.,Positive
these shit days because i still dont always know whether smartphone adv camera or camera or adv... we cumon the broooothhhaaa,Negative
the most beautiful phone i have seen 💕,Positive
"Basically only better cpu, better gpu, better camera, no innovative breakthrough at all",Neutral
not so only is she this weak upg.. there trade in values are worst i't ve seen ever in too long some time. it might be first time i dont ever get the whole newest note.,Negative
Can someone tell me how good the battery is ?,Neutral
That was really epic 🤣,Positive
I hate bottom left speaker also 8.9mm thick..,Negative
"our apple employees will quit working their advertising job temporarily for having a cheesy add... like this lol, just having bought a s23 to not replace my old iphone, i am shaking with ridiculous nervousness.",Negative
"Can I use your video clip for video making purpose ?
Please reply",Neutral
honest for criticism - i'm not impressed. no but actually useful phone innovation present. what i would probably really like - be 10 + 15 hrs from battery life and also bring back the number 3 5mm headphone phone jack,Negative
Yessss and I am about to buy that tomorrow ♥,Positive
Say made to order but shown out of stock. some joke,Negative
What a great phone,Positive
"i damn hate that this ad system already, just could've probably done just this 10x better but still we love you samsung peeps",Negative
Nothing special,Neutral
so so with s23 this is the camera with spen? noice,Neutral
Worst ad from Samsung 🥴,Negative
Why only camera 📸,Neutral
They’re all the same from last year. ☕️,Neutral
Nothing has changed since previous version 👎,Neutral
slightly cringe presentation..,Negative
"No cap I went hiking with bunch of friends the other day, only one friend had a note 20. Turns out it took the best photos out of all our iphones. Seriously thinking to get a galaxy lel",Positive
"The fact that Samsung has comments on and the iPhone 14 pro video has comments off shows Samsung’s outstanding confidence (just a bit of comment bot removal would be much appreciated, though!)",Positive
"WHAT CAN I SAY ABOUT THE SITUATION OF GALAXY MOBILE 🤗🤗🤗 ?
I HAVE NOTE 20 ULTRA, NOTE 9, NOTE 2, TAB A7 😁😁",Neutral
"unimpressive, boring presentation of this phone.",Negative
Ugly cartoonish camera and  same old design,Negative
Not only they running out of ideas for new phones but seems like they running out of ideas for advertising their phones too.,Negative
Nothing New🤪,Neutral
"Please dont ever use Exynos or any in house chip anymore, pleaseeee samsung please!!! We love galaxy series soo much! Please don't ruin it 😢😢😢😢😢",Negative
IPhone 🔥,Positive
Samsung Galaxy S23 Ultra puts iPhone 15 Pro Max 5o she 9 months before it releases.,Positive
"Samsung galaxy started with: S III mini to S23 no Good. you know why, It often overheats",Negative
I heard this is the perfect  gaming phone for samsung fans! !,Positive
Why We Are Wearing Some Beanie To Our Life Of Our Self From This Promo Commercial Advertisement 😁😁,Neutral
Fix the signal issues with the S22 Ultra first and then we can talk about this one.,Neutral
Watching this in my Samsung note 10 plus ultra....,Positive
Samaung is doing fraud in their echange program,Negative
"From fifth harmony to going solo, to letting us hear ""i'll be home for QUISMOIS"", to S23 ultra. Her influence is so different. Untouchable!!!",Positive
Astronaut one is funny 🤣,Positive
It's the S23 watched ad by 23M 😮lol,Neutral
"ik and samsung commercials can be super fan cringy in sometimes, but now their limited official / unofficial intro phone commercial vids are cringey. the 2007 s9, note 10 9, s10, note 10 & ultra note 20 vids were at the peak imo",Negative
I wish you didn’t remove the expandable storage.,Negative
Nice... but I'm good with  my 22 ultra.,Positive
"not a happy customer. i have samsung note 9 every time i do software update until the screen turns yellowish, something which was the standard case with most users of al the note 9 devices. last time it happened i had to use my sisters verified account to tweet and get it repaired. ( which was a long procedure for something that i didn't even do ) cause we even after agreeing of discussing this issue from their end, samsung yet deny financing for the initial repair. now its happened again. and i dont know what to do. not a too happy customer.",Negative
because i hate them bottom left speaker also has 8. 9mm barrel thick..,Negative
"If companies want to boast about sustainability and betterment of the planet, then they should just follow the release cycle of consoles. Releasing new phones every year doesn't do well for the environment. Instead like Xbox or PS they should release a phone every 4-5 years or so and with a bunch of new things and not just improving the same old processor, camera and such every year hoping for customers to get rid of their old ones and buy another phone!",Negative
i got only a worst found product ( samsung galaxy galaxy s23 galaxy ultra ) from samsung... disappointed with on photo style clarity... for [UNK],Negative
are... you getting some 12gb live ram with the 512gb pre order??... i noticed when a very few retailers only only still said 8gb with 512gb direct storage.,Neutral
just just wanna know for hows doing the battery backup?,Neutral
Apple scared rn 😂,Neutral
Felt nostalgic with the intro,Positive
The real Beast 🔥🔥,Positive
perfect smartphone,Positive
WOAH OH MY GOODNESS I'MA NEED TO ORDER ONE ASAP,Positive
This is the best Samsung commercial in decades! Make me really want to get S23 ultra.Maybe i will,Positive
Watching on Samsung f62,Neutral
The new Galaxy S23 Ultra also allows you to hook up any stranger whom you've never met in your life for a 3 mins explanation of how good it is !,Positive
"I switched from Iphone 11 to samsung s23 ultra a few days ago and I didn't expect it to be so easy and enjoyable. I thought it would be hard for me to get used to the corners of this smartphone, I didn't know why I needed an s pen, but I love using it so much, wow! 

In this phone, I am satisfied with everything except one thing, which I believe will definitely happen in the future: it is the smoothness of the video (in UHD 60 FPS, of course, it is not noticeable, but I would like a little twitch to disappear on HD. + if the zoom switches more smoothly in the future, I won't have any more objections, ahaha). In other aspects, I don't have a single negative impression, I really like him! And this lavender color is just a bomb! I am grateful to a friend who convinced me to try samsung!",Positive
"This phone is amazing! Always a Samsung fan, I have tried a few iPhone (when I had to temporarily use them) 5s, XR, iPhone 14, all were just ok. User friendly and just mediocre power. The S23 is over kill and I love it!",Positive
Still s8 had best commercial,Positive
"Why don't you make s23 series in the same design?
It will be nice holding this phone with the s23 size.",Positive
Ummm. That’s it?  Just cameras.  SMH.  Sad commercial.  But do like the phone. Maybe spend a little more money and produce a more powerful commercial.  It just lays flat.,Negative
You got one more subscriber,Neutral
Its amazing like iphone 12 pro with 14 pro stabilizer camera 😊,Positive
"* that i was trying to figure out where my pen [UNK] was, and then also also trying to help figure out the button on the very bottom left does, only to all realize suddenly after watching all this that it fucking was my last pen, lol. *",Neutral
so many bots just telling people this new phone is a great service but no one has it... yet,Neutral
no apple user always must wacth in [UNK]..,Neutral
see what's new? just that girl they rip at you off even the more with the braindead pricing.,Negative
Galaxy m13 is bad at performance,Negative
want on exynos more very powerful processors than other processors,Neutral
"Reduced Shutter lag, wow samsung🔥",Positive
Pov your watching it on a iphone. (yes i am that person). but i like the phone!,Positive
Why do i watch trailer of phones which i can't afford?😹,Negative
Using samsung brand since 2016 amd it is still best for me.,Positive
I don't care if it's the same phone with similar characteristics as last year's... I like Samsung,Positive
Such an interesting phone screen is so big and I like big screens,Positive
quite incredible. not pre - ordering right now!,Neutral
Very lame ad. The features are not bad.,Negative
Why is the trade-in value in the US so bad this year though??,Negative
"I'm pretty sure if I go up to a random chick on her phone and ask her ""what's new"" I'll be arrested 4 sexual harassment.😭",Negative
e why not create on i phone vivid filter samsung g [UNK],Neutral
Incredible phone but can you make a mini ultra the same size a the regular s23,Positive
Cringe Commercial.,Negative
Same thing each year they realize most of us are npc's and will buy anything even if it looks the same,Neutral
"Hey, what's new? 
Nothing, apparently.

I've been a long-time samsung fan, but Galaxy is taking the iPhone path.",Positive
Nice ad.,Positive
did Samsung shoot this video using the phone?,Neutral
24 more days and then i'll have it.,Neutral
Maybe I'll still stick with my S22 Ultra 😁,Positive
That's the epic,Neutral
Dream phone...,Neutral
"It's too bad that s22 ultra vs s23 ultra are too close... The differences are quite small ... Night graphy 😂 nice play on word Sammy ... How about upgrading ur battery to 5500mah or even 6000mah... Bigger 7inch screen... Nommore curved screens 🤢, real fast wireless charging not regular, faster 100W charging like the competition n putting the actual 100W in the box, better colors not same boring ones, titanium alloy for durability, bring back memory expansion cause monkey see monkey do what Apple does is reductive n embarrassing😂... How about spending millions on optimizing the apps in ur own appstore or even googles ... For the price of ur phones u should offer that and more ... I don't I'm was such a fan of Samsung but they don't innovate anymore other than foldable phones which they failed 4x times cause that's ugly ...",Negative
"Can you send me that, was awesome",Positive
"Samsung Galaxy S24 Ultra 5G predicted specs

Speed 3.5 or 3.6 gHz

Camera - 200MP, 50MP front facing camera

Battery life - 6000MAH or 5000 (most likely)

Screen size - 6.8

Security - Facial, Fingerprint, Pattern, Password, Pin. Motion detector.

Price - $1300 or $1400 256 gb, up to 2048 gb, 2TB 

Chipset - Exynos 2430 or Snapdragon Gen 3.

Pixel density - 550 PPI

Features - 8K recording 60fps or 120fps

New 150X zoom.",Neutral
please provide me it all under 1lakh please,Neutral
Im on S10 and still dont find good reason to upgrade,Negative
"So real? Under sea water? I have note20 ultra before and when it got splashed by sea water, it looses its adhensive and soon the battery become bloated.",Negative
do whats up man with this childish television commercial [UNK],Negative
"I don't understand why you decreased the selfie camera from 40MP to 12MP. It is probably cost effective, so all S23 have the same selfie camera but still... So much money for the ultra and you downgrade the hardware? Why can't you improve the selfie camera in hardware and software like you did with the rear camera?",Negative
"Samsung Lover, i used Samsung galaxy A52s 5G. 8/128. 🥰",Positive
"why tf global did and i switch to iphone, where i want my galaxy galaxy device back",Negative
"sad man, sorry what but i lost hope on the samsung",Negative
Worst commercial ever. If I would watch it before buying phone I would never buy :D,Negative
They copied Iron man,Neutral
My favorite choice for always ❤️❤️❤️❤️ Thank you Samsung 😊 🙏 😘 ❤️,Positive
"What's the best screen protector you guys recommend? And also case , something durable",Neutral
well i compared my uncles samsung s 23 ultra with iphone 14 promax.Both phones are samely good but samsung's camera is cooler than iphones when it comes to Megapixel,Positive
that intro was awesome. fun ad,Positive
I prefer my 14 pro but this is still a nice phone nonetheless.,Positive
"Still using S8 with A2N kernel.
But awesome promo video!",Positive
"i own a galaxy s23 design so why am here i receiving any advertisements for buying the s23? stop trying not to convince me to buy me a product for that though i was already now own, you dumbfucks.",Negative
hmmm..... how i could want to personally own every one of you these but only then realizing it will be looking super expensive.,Negative
Samsung Always Be The Best.!,Positive
Still in s7 edge...they are getting  better and I'm still in unaffordable margin...,Positive
not apple exclusive fan activity boy but they use real life and not outside production video - created photos on their multimedia presentations,Neutral
and what s her full name,Neutral
James Bond's new Gadget,Neutral
Watching this in 23U,Neutral
"Finally after my note 9 did its best, i found a reasonable device to upgrade to.",Positive
anyone like me who doesn't have the money to buy but are you watching? 🤣,Neutral
"""Where's you sled?""
""Don't need one""
Thought she was going to ride the phone 💀💀💀",Negative
if not compared by with other cellular phones are design wise. either it's just a boxy body design said not so good looking.,Negative
nothing new,Neutral
That was one lame video. Bring back ghe more serious ones from like the s7 s8 s9 s10 days. Even the s22 tops tbis. This is garbag e,Negative
"New product yet thicker bezels🥴 and more expensive than the rival (iPhone) if you have the money just buy an iPhone, samsung is not worth to buy, it just waste of money.",Negative
Samsung is perfect but only thing that I don't like is battery....the phone is useless if battery draining too much,Negative
The screen scratches easily. Mine got scratched by the keys in my bag within the first 24hrs aince i got it. The shop didnt provide screen protector as there was non available.,Negative
"Bravooo Samsung, An epic ad.😊",Positive
Is it even comfortable to hold? The corners are so sharp!,Positive
"iphon ,💩💩💩💩💩💩💩",Negative
Price hike of 20000 in India. Cash back of 8000; so still 12000 hike.,Neutral
Those rings around lenses are amazing 👏,Positive
that i would have been using a samsung v user for my soo i long time but my dream phone was s 7 series....... but the fact is i cant very afford and that,Negative
Good Morning Good Night Samsung ,Positive
"Apple is living rent free in people's minds here. 😁 😂 😂 😂

Just praise S23 ultra without bringing iPhones into these please. 🙏🏾",Positive
it looks much the same as the last one. and please stop me churning me out phones every entire year you're not creating slave labor class phones in the congo.,Negative
"It's fun to watch that Samsung also searching ""whats new"" in this same old sh**ty heavy box! 😆",Positive
Cant get more GENZ than this,Positive
"I like this ad, now I know what I can use the features for. I'm using S21 and probably want to upgrade to S23",Positive
what's the fake name tag of this gorgeous girl,Neutral
"Secretly need a Samsung device to share the epic of what's New!

Wow! This is goooooooood!",Positive
again they intentionally missed playing action mode,Negative
"Wish I could get this masterpiece..

Well...

""My low budget account says hi""",Neutral
"Looks so awesome 👌 
Got the S22U, it's AMAZING...
I'll be back 4 the S24U 😎😎😎",Positive
"thanks,im fine with my iphone 13 pro max though lol.",Positive
Me watching this with a s23 ultra,Neutral
“Can you send me that” 😂😂😂,Neutral
once this commercial is embarrassing it'f s so goddamn bad. cool the phone calls though.,Negative
not really much of improvements compared to than the last model. and kinda kinda disappointing [UNK],Negative
The video samsung ever released,Neutral
"Same design, nothing new it's just a minor improvement... Sticking with my s21U for one more year",Positive
The best and most powerful smartphone from now ♡,Positive
"I think I'm getting this phone, but the video is so cringe.",Negative
Nothing is New Everything same like 20 21 22 😂,Neutral
... [UNK],Negative
"There must be something about the youtube algorithm, it shows me all iPhone ads, but did not show even a single video of the new Samsung phones!",Negative
Using waste material from the ocean is good but donating for cleaning the ocean could've been much better,Neutral
"sumsng s23 4 uitra that i never took here a photo and from the gallery doesn't its work, please help see me, say what should it i do?",Negative
he can't we afford.... but [UNK],Negative
Samsung the future of smartphone💟🔥🔥,Positive
It better have ifacialmocap!!,Positive
Nothing new here just a minor updates I'm not impress,Negative
"Wow, the king of android smartphone has done it again 👏",Positive
Cringe ads,Negative
passsssssss on this my s 22 ultra works just fine just a 200 mp camera uhhhhh dont think its worthy to upgrade too and same design same size screen  and black gaps on top and bottom for the price??? passsss on this not much change at all just a camera to 200 mp overall nice new device but my s 22 ultra works just fine...,Positive
It’s awesome phone...,Positive
¡ omg! them white light people are back in las commericals!,Negative
"all humans refuse to work in samsung voice ad, expect all these crazy 3 cute guys",Negative
"the most horrible costumer service. bought the s23 ultra, unit arrived just with just a problem ( okay that can happen ) but after complaining immediately to samsung, one week later still no updates, no answering phone, no money and they only to say its the best process... not being recommended at all, it's beyond bad... pay attention all costumers my unit came with water leak inside it in the very form of humidity leaks that showed up soon the phone heated up by transferring files!",Negative
"""for Galaxy"" is like the stupidest buzz word. Just say snapdragon 8 gen 2",Negative
"By not changing the design and not adding much in terms of software, Samsung copies Apple up to the T.",Neutral
That is the most ugliest introduction ever,Negative
samsung engineers used to make very fun of apples on design being repeated over and turn over yet again and for now..,Negative
Iron man theme on the trailer 🙂,Positive
Cant wait for the S69,Positive
its all fun until the phone starts saying theres water in the port and wont dissapear,Neutral
stay boring,Negative
Everything but a phone,Neutral
The most boring ad ever,Negative
could no unveil event of this precious time?,Neutral
"OK haters laugh it up This Friday about two days ago, I just got Galaxy S23 ultra and it was absolute mind blown. No, SD card it has 263 GB Storage I can do if I want and also I can delete some footage is not suitable, that is very work for me at least I need to change something new because galaxy note 10 it’s way too old. I need a new one for sure.! Way to go Samsung! ha ha laugh it up I’ll show you A real deal on Instagram if you don’t believe me.",Positive
Nothing wen compared to S22 ultra other than 200pxl and processor. No need to upgrade from my S22 ultra💕,Positive
Samsung is just better🔥. Iphone is dead RIP💀😂😂,Positive
"even anyway the other ads will are same, just changing the s channel number",Neutral
pretty boring,Negative
"Don't worry samsung Even if iPhone 15,  16, 17 comes, it cannot beat this model the king of samsung galaxy ultra series s23 ultra❤🔥",Positive
No.1 Arrived 🌹🌹🌹,Neutral
well what'f s new i broke off my new galaxy j7 of prime for the fifth time today and i can't maybe even actually make out sure if i did type this sorry comment correctly even because still i cant see it!,Negative
"considering i absolutely still loathe those commercials, this third one really wasn'top t bad at exactly all. way to go samsung...",Negative
I fall in love with thus mastet piece,Positive
didn't he meet my usual expectations,Negative
It will probably only receive two years of security updates,Neutral
Got a new samsung every last 7years.  I have 22ultra. Must say. I dont get the 23 this year.  Inn fact i mabye go over to iPhone 15,Neutral
for my late father fon,Neutral
I like the presetation 😍,Positive
This advert tells me more about Samsungs marketing budget than it does about the actual phone.,Neutral
Yes. Actually What's New?,Neutral
which can was i purchase on emi?,Neutral
oh boring,Negative
"Apple add only be like :- Shot on iphone 
(and more earn then samsung 😎 Brand Value )",Positive
Samsung has now bigger cooling system. beast GPU CPU for gamers. Beast Nightography. Exclusive processor for Galaxy only.,Positive
What's happening All brands Highly Prices increase i don't buy any basic   phone 🤔 50k + in Pakistan  2year Older phone A12 55 thousend in Pakistan markets please The Brands please Poor peoples 😢 🙏 😞,Negative
Then it caught fire 🔥……………,Neutral
I have the S23 and it's not bad...,Positive
"""Image simulated for illustrative purposes."" 💀💀💀",Negative
Is that a camera or does your phone got acne,Neutral
Most people in comment section clearly don’t watch Apple presentations. Amazing phone but substandard presentation by Samsung,Negative
Another copied from pervious version,Neutral
"Right sheep gather round. Let's make a new phone with everything 5-10% better and then everyone can say wow that's amazzzzing and buy it thinking they've just had a massive upgrade.

🐑",Positive
Why make this look like the s22ultra🤨,Neutral
what's new,Neutral
"Nothing new, looks the same as S22 Ultra. Also, looks like this was made to be cringy to everyone except maybe Gen Z.",Negative
This ad is absolute Cringe! Designed by non-popular high school dorks,Negative
Samsung needs a new marketing team… This was horrible to watch,Negative
that was just a pretty lame pizza commercial,Negative
I choose you Iphone,Positive
now that s24 will be launch im excited to have s23 ultra😂 100x zoom,Positive
a very amazing smartphone.,Positive
Awesome Samsung Galaxy S23 Ultra,Positive
"I was not planning to move on Samsung after my Samsung S10 Plus (that was a bad experience with Samsung then I have purchased OnePlus 7Pro) but was planning for Samsung post launch of S22 ultra because of the design and waited for a year to price drop. 
And now Samsung S23 Ultra launched and with the corporate offer I got it at the same price of S22 Ultra.

Loving this monster and in my office people who are having iPhone 14 Pro Max..they are asking for exchange with their device ❤❤",Positive
Amazing phone,Positive
I never understood their brand position,Negative
"bro, not be so happy. Xiaomi is pissing you off by their 90watt extreme charging and latest and most powerful camera lens. Don't ignore this comment. Also make the Exynos exclusive for s24 in all markets because it feels Awkard ifcolor",Negative
"Dear samsung,
I used all flagship models from available all brands im my experience im saying samsung only can give perfect best colour accuracy bright display i used xiaomi 12 pro flagship sony, Motorola, vivo, oppo, one plus, iqoo, apple I phones, nokia, ETC.. They using Samsung display but im honestly gladly thankfully saying perfect display only available in Samsung smartphones ever your display other brands can't give best experience. Also other brand display can't to overcome to give best experience Only Samsung can give display, software, hardware, security ever love you samsung💝one more thing the new boxy look mentally comfortable perfect design (ultra model)",Positive
lop qilishniyam chichvoribslar,Neutral
so they still left out the single black guy till the year end? this is not woke up enough! then also... why does ever the white black boy keep questioning me a woman?,Negative
To save you time: whats new ? the camera 😐,Neutral
generally same as under old [UNK],Negative
samsung is just thriving because south korea is usa colony. it's a shame that a big entity like samsung nano doesn't only have its own operating system so that apps can be optimised and most of things optimised... also you should keep working on using your own processor exynos not getting excited about snapdragon. we need alternatives to choose from and which choices will make competition better. what will happen if south korea automatically becomes an independent country too and not usa vasal state then samsung get everyone banned from using google as services? top seven phone brands should have their own operating system!!!,Negative
"So basically just better cameras and new chipset and front camera decreased from 40mp to 12mp, it is kind of disappointing honestly, expected more from Samsung .",Negative
"""we got the most powerful snapdragon on a samsung"" well duh

that's the most Apple thing ever.",Positive
what a bloody horrible street advertisement,Negative
Not mentioned about battery life😮,Negative
These days phones just sell cameras to us,Negative
"Revelations 3:3, let us Repent Jesus is coming",Positive
But why same display panel as s22 ultra?  Or is it the new e6 amoled?,Neutral
"i think it's time for samsung devices to really stop working on so much specific camera function hardware that doesn't work differently from cameras version of 3 generation as before ( my s22 + takes quite the very same motion picture of my old s20 )... and start thinking to solve the api problems of when apps use default settings camera that frequently ends in horrible, low light and blurry photos.",Negative
Price is too high,Negative
Apple user said the spen is grimmer but is way better,Positive
I’m an iPhone user and this really attracted me :) Shall I switch 🤓🤓??,Positive
Hey what's new 🤣 i say nothing 😂😊,Positive
200 megapixels my @ ss and i just bet its so not not even really good as with the newer iphone 14 pros 48 60 megapixels,Negative
iphone🤮,Negative
Great now make the trade in deals getter and I'm sure you'll sell alot more they were way better last year,Positive
I swear all samsung cares about is the camera now,Negative
"I got mine yesterday and as Samsung stated, ""Ultra"" is the best of the best and the S23 Ultra delivers. The device is so responsive that its unbelievable. My Note 20 Ultra wasnt this fast at all.",Positive
Is she Jenna Ortega from nexflix Wednesday ?,Neutral
I enjoy watching the international they are pretty cool too which,Positive
me with my s6 at 23 battery health 😣,Neutral
imagine watching this show on s23 ultra,Neutral
I just ordered this >D,Neutral
Using S series from S3...Just have to make saving for this one 😇,Positive
The best ad I've ever seen,Positive
"""What's new?""

That's a right and wrong question.
Let's just ignore the specs, cameras, performance, and all that stuff. Those were the right questions.

The wrong is the phone itself. There is nothing new. The design looks almost the same as S22 Ultra. It just looks boring. The same as iPhone line-ups.",Negative
"the absolute worst phone music i'd ve actually had from the nintendo s series. it freezes, when i increase frequency or decrease as the volume it resumes. pretty much, rather much... better s21 ultra.",Negative
The best SAMSUNG ELECTRÓNICS USA,Positive
"Still whats new   same work was done by S22 ultra 
 Whats different  ,u could not differentiate   it from earlier  one",Neutral
Same old UI. Still now faster than apple silicon,Positive
Is this a S23 ultra cameras ad or S23 ultra phone ad!!!!….all they showed is upgraded camera features,Neutral
It makes me think the S24 Ultra will be completely different. The fact they've basically kept the same design and just changed the camera quality and storage capacity makes me think hmmm what will the S24 Ultra look like? I'm keeping my S22 Ultra love it. Still have my S10+ and S20 Ultra,Positive
Cringiest AD ever made by human beings.,Negative
I dont think the S24 will come Jan 17th we didn't get a trailer yet,Neutral
What is her name ?,Neutral
Hopefully it beats the iPhone 14's camera,Positive
Iam a s21 owner . Iam so hyped for this,Positive
"i dont trust samsung anymore had the s22 and s22 plus, the battery is the worst overheat and will just shut down the other thing is lag asf, i hope this new samsung s23 is better but i doubt it, they never really change their battery and thats the main problem",Negative
"Not a happy customer . I have samsung  note 9 
Every time I do software update the screen turns yellowish , which was the case with most of the note 9 devices . Last time it happened I had to use my sisters verified account to tweet and get it repaired  . (Which was a long procedure for something that I didn't even do ) 
Cause even after agreeing of this issue from their end,  Samsung yet deny for the repair . 
Now its happened again . And I dont know what to do .  Not a happy customer .",Negative
Samsung greatest boss and king in the world,Positive
Happy you finally woke up @Samsung! :),Positive
1:57 this made me rofl 💀,Negative
It's fun and all.. but with all those features I wonder what the battery life is like. And if you turn it into power saving mode you probably won't be able to get all those features,Neutral
Still i have 20 ultra and works perfectly i hope i can buy the s23 ultra son,Positive
"I just went back to iPhone just because everyone in my family had them. But I lost so much going back. Like a total downgrade. I won’t lie, I love some of the features iPhone has, but even with that, it’s still a downgrade. Really debating  going back to Samsung.",Positive
creepy,Negative
Not the pen... there is a reason why no phone has that anymore for like 15 years,Neutral
now i forgot where only the things were were new.,Neutral
almost nothing nee,Neutral
Samsung has started naming everything too now,Neutral
cringe,Negative
Save your money dont buy this phone. Worst trade in values and preorder gifts. Samsung has become Apple.,Negative
Whats with the disgusting colour choices? Black is the only viable one,Negative
Even lost 500000 not to leave the culprits,Negative
"the most underwhelming phone premiere i've see to date. the main narrative scene was about the camera as if a device that is as versatile as just a smartphone ( being with in many case almost as as powerful as laptops nowadays ) is used there primarily and almost exclusively to create content on different levels. and so we got buried in even more megapixels ( which mean little as i'm sure a lot of photography pros know ) and more lenses and more fps. what happened to this innovation to the ecosystem? the internet ui? satellite connectivity? emergency features? wireless crash detection? faster battery charging? esim? anything new? anything? i'm still rocking an s10 which usually does everything exactly the same way the new s23 does. why would i change? i don't shoot aliens : covenant on my phone, nor do i ever intend to. are the samsung phones now targeted exclusively towards wannabe cinematographers and photographers? hard pass for me.",Negative
Just wanna know hows the battery backup?,Neutral
if if you have the s21 with ultra or option s22 you themselves will still likely be most able to already get expertraw as it was only just added awhile while ago,Neutral
Still waiting for them to kiss...,Neutral
"i wow, truly disappointing.",Negative
So... what's new? xD,Neutral
Boring,Negative
I hope the astrophotography mood will come with an update on s22 ultra I love discovering space 😍 ❤️,Positive
"It's a good camera but it overheated.. the S23 needs to be replaced, said the seller at SM Mall, so I'm really disappointed. However, Samsung released a lot of Branded products and then the Note Series, Samsung Note10 to 20 Series collapsed.  ' Strongest Cellphone, doesn't overheat../compared to the new Samsungs that overheat now, since Compisca, Samsung has changed the Note Series because other Brands that are its partner are at a loss.",Neutral
apple laptop is a biggest scam!! have no customers freedom and they always sell low specs phones for double market price. for always i been a samsung fan and will forever be.,Negative
this video was for cringe critical af,Negative
Looks the same as the S22 Ultra. Nothing new. Meh,Neutral
"[UNK] iphon, korea [UNK]",Negative
